Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
1791791.0,103816.0,444758.0,1295795.0,20815.0,765.0,13473.0
1812606.0,104581.0,458231.0,1302082.0,21251.0,951.0,5637.0
1833857.0,105532.0,463868.0,1313401.0,19901.0,1002.0,15390.0
1853758.0,106534.0,479258.0,1321425.0,21362.0,1028.0,5744.0
1875120.0,107562.0,485002.0,1334501.0,30259.0,1135.0,6704.0
1905379.0,108697.0,491706.0,1348583.0,22773.0,657.0,9143.0
1928152.0,109354.0,500849.0,1367012.0,18234.0,459.0,5518.0
1946386.0,109813.0,506367.0,1310502.0,17712.0,467.0,12155.0
1964098.0,110280.0,518522.0,1328272.0,18245.0,950.0,6338.0
1982343.0,111230.0,524860.0,1288265.0,21601.0,905.0,8644.0
2003944.0,112135.0,533504.0,1303721.0,22756.0,861.0,6788.0
2026700.0,112996.0,540292.0,1310986.0,25771.0,849.0,7094.0
2052471.0,113845.0,547386.0,1312426.0,25776.0,727.0,9220.0
2078247.0,114572.0,556606.0,1332813.0,19214.0,325.0,5210.0
2097461.0,114897.0,561816.0,1347993.0,19888.0,389.0,14518.0
2117349.0,115286.0,576334.0,1348589.0,23759.0,815.0,7169.0
2141108.0,116101.0,583503.0,1365229.0,26909.0,749.0,8688.0
2168017.0,116850.0,592191.0,1382229.0,28110.0,695.0,6924.0
2196127.0,117545.0,599115.0,1398671.0,32047.0,654.0,7600.0
2228174.0,118199.0,606715.0,1424197.0,32577.0,538.0,10745.0
2260751.0,118737.0,617460.0,1443988.0,25266.0,279.0,4673.0
2286017.0,119016.0,622133.0,1464775.0,32612.0,441.0,18065.0
2318629.0,119457.0,640198.0,1483742.0,36195.0,729.0,7350.0
2354824.0,120186.0,647548.0,1510931.0,36086.0,742.0,8613.0
2390910.0,120928.0,656161.0,1537768.0,40555.0,2414.0,7401.0
2431465.0,123342.0,663562.0,1558389.0,45931.0,635.0,7247.0
2477396.0,123977.0,670809.0,1590790.0,41673.0,488.0,8499.0
2519069.0,124465.0,679308.0,1627152.0,40892.0,305.0,5856.0
2559961.0,124770.0,685164.0,1659101.0,41579.0,340.0,20039.0
2601540.0,125110.0,705203.0,1670821.0,45199.0,1158.0,15428.0
2646739.0,126268.0,720631.0,1705198.0,51440.0,654.0,9363.0
2698179.0,126922.0,729994.0,1740624.0,55128.0,698.0,51976.0
2753307.0,127620.0,781970.0,1780679.0,53124.0,674.0,8434.0
2806431.0,128294.0,790404.0,1826395.0,45241.0,280.0,103921.0
2851672.0,128574.0,894325.0,1862067.0,49896.0,306.0,12438.0
2901568.0,128880.0,906763.0,1902524.0,46304.0,356.0,17385.0
2947872.0,129236.0,924148.0,1931311.0,60694.0,1143.0,12328.0
3008566.0,130379.0,936476.0,1971664.0,59660.0,796.0,16944.0
3068226.0,131175.0,953420.0,2012800.0,62329.0,998.0,15691.0
3130555.0,132173.0,969111.0,2058786.0,68137.0,794.0,14074.0
3198692.0,132967.0,983185.0,2113771.0,60034.0,711.0,12391.0
3258726.0,133678.0,995576.0,2160925.0,58636.0,438.0,10750.0
3317362.0,134116.0,1006326.0,2208772.0,58673.0,431.0,25613.0
3376035.0,134547.0,1031939.0,2254384.0,68511.0,907.0,17159.0
3444546.0,135454.0,1049098.0,2290820.0,68053.0,947.0,26784.0
3512599.0,136401.0,1075882.0,2328899.0,75684.0,955.0,14763.0
3588283.0,137356.0,1090645.0,2391963.0,72128.0,898.0,16559.0
3660411.0,138254.0,1107204.0,2441845.0,63541.0,856.0,15516.0
3723952.0,139110.0,1122720.0,2491916.0,61164.0,427.0,8401.0
3785116.0,139537.0,1131121.0,2543984.0,61515.0,419.0,28966.0
3846631.0,139956.0,1160087.0,2584602.0,64966.0,1076.0,21931.0
3911597.0,141032.0,1182018.0,2628301.0,70284.0,1198.0,28831.0
3981881.0,142230.0,1210849.0,2653328.0,68150.0,1111.0,22420.0
4050031.0,143341.0,1233269.0,2696957.0,74244.0,1203.0,28355.0
4124275.0,144544.0,1261624.0,2737919.0,64222.0,934.0,17790.0
4188497.0,145478.0,1279414.0,2784120.0,56217.0,534.0,18449.0
4244714.0,146012.0,1297863.0,2821355.0,56640.0,1117.0,27941.0
4301354.0,147129.0,1325804.0,2865785.0,66766.0,1273.0,29559.0
4368120.0,148402.0,1355363.0,2078647.0,71511.0,1395.0,34062.0
4439631.0,149797.0,1389425.0,2102872.0,67902.0,1355.0,24730.0
4507533.0,151152.0,1414155.0,2137689.0,68653.0,1218.0,24005.0
4576186.0,152370.0,1438160.0,2164079.0,57216.0,1118.0,23725.0
4633402.0,153488.0,1461885.0,2203796.0,45950.0,437.0,6804.0
4679352.0,153925.0,1468689.0,2239709.0,46316.0,585.0,44757.0
4725668.0,154510.0,1513446.0,2262274.0,59182.0,1363.0,15533.0
4784850.0,155873.0,1528979.0,2273093.0,53809.0,1409.0,48872.0
4838659.0,157282.0,1577851.0,2287178.0,59479.0,1840.0,20773.0
4898138.0,159122.0,1598624.0,2318457.0,59577.0,1237.0,25246.0
4957715.0,160359.0,1623870.0,2353062.0,54985.0,1061.0,19248.0
5012700.0,161420.0,1643118.0,2391178.0,46835.0,560.0,13746.0
5059535.0,161980.0,1656864.0,2423429.0,47660.0,581.0,13891.0
5107195.0,162561.0,1670755.0,2453283.0,48231.0,1019.0,44205.0
5155426.0,163580.0,1714960.0,3261722.0,55518.0,1501.0,38800.0
5210944.0,165081.0,1753760.0,3277571.0,51187.0,1070.0,20888.0
5262131.0,166151.0,1774648.0,3307201.0,65328.0,1341.0,21678.0
5327459.0,167492.0,1796326.0,3348483.0,47658.0,1003.0,22201.0
5375117.0,168495.0,1818527.0,3373159.0,39949.0,605.0,14540.0
5415066.0,169100.0,1833067.0,3400096.0,36044.0,486.0,32513.0
5451110.0,169586.0,1865580.0,3402249.0,45120.0,1267.0,32579.0
5496230.0,170853.0,1898159.0,3413435.0,46697.0,1319.0,26890.0
5542927.0,172172.0,1925049.0,3431586.0,43730.0,1092.0,21986.0
5586657.0,173264.0,1947035.0,3452553.0,49413.0,1087.0,18021.0
5636070.0,174351.0,1965056.0,3482113.0,43639.0,973.0,20428.0
5679709.0,175324.0,1985484.0,3505274.0,34550.0,491.0,12277.0
5714259.0,175815.0,1997761.0,3527111.0,37000.0,475.0,23013.0
5751259.0,176290.0,2020774.0,3541621.0,39976.0,1227.0,32925.0
5791235.0,177517.0,2053699.0,3545444.0,43695.0,1177.0,30766.0
5834930.0,178694.0,2084465.0,3557636.0,45443.0,1112.0,16861.0
5880373.0,179806.0,2101326.0,3585634.0,47227.0,958.0,17041.0
5927600.0,180764.0,2118367.0,3613763.0,44045.0,900.0,22247.0
5971645.0,181664.0,2140614.0,3638056.0,34414.0,454.0,13325.0
6006059.0,182118.0,2153939.0,3659325.0,37591.0,473.0,30886.0
6043650.0,182591.0,2184825.0,3662167.0,42503.0,1044.0,17838.0
6086153.0,183635.0,2202663.0,3686523.0,40044.0,1064.0,29094.0
6126197.0,184699.0,2231757.0,3687982.0,36753.0,1030.0,35200.0
6162950.0,185729.0,2266957.0,3696266.0,50815.0,948.0,16497.0
6213765.0,186677.0,2283454.0,3729309.0,43495.0,794.0,18733.0
6257260.0,187471.0,2302187.0,3754244.0,31564.0,437.0,13808.0
6288824.0,187908.0,2315995.0,3771412.0,24086.0,287.0,17556.0
6312910.0,188195.0,2333551.0,3777864.0,27120.0,449.0,25560.0
6340030.0,188644.0,2359111.0,3778250.0,34409.0,1173.0,28368.0
6374439.0,189817.0,2387479.0,3781134.0,35365.0,897.0,16032.0
6409804.0,190714.0,2403511.0,3800825.0,47373.0,1167.0,14367.0
6457177.0,191881.0,2417878.0,3832879.0,41694.0,728.0,16780.0
6498871.0,192609.0,2434658.0,3856765.0,34117.0,419.0,16748.0
6532988.0,193028.0,2451406.0,3874097.0,34670.0,433.0,23164.0
6567658.0,193461.0,2474570.0,3889286.0,39358.0,1204.0,20557.0
6607016.0,194665.0,2495127.0,3901430.0,38262.0,949.0,30446.0
6645278.0,195614.0,2525573.0,3908271.0,45388.0,863.0,14761.0
6690666.0,196477.0,2540334.0,3937370.0,49334.0,911.0,16131.0
6740000.0,197388.0,2556465.0,3968780.0,42862.0,716.0,20981.0
6782862.0,198104.0,2577446.0,3991371.0,39349.0,258.0,13225.0
6822211.0,198362.0,2590671.0,4014565.0,51915.0,426.0,25278.0
6874126.0,198788.0,2615949.0,4041069.0,40047.0,1032.0,31010.0
6914173.0,199820.0,2646959.0,4048603.0,37735.0,1020.0,23297.0
6951908.0,200840.0,2670256.0,4061020.0,47457.0,902.0,39927.0
6999365.0,201742.0,2710183.0,3918494.0,52971.0,928.0,17152.0
7052336.0,202670.0,2727335.0,4102056.0,45329.0,772.0,23124.0
7097665.0,203442.0,2750459.0,4123140.0,38373.0,303.0,15821.0
7136038.0,203745.0,2766280.0,4143972.0,33385.0,351.0,28328.0
7169423.0,204096.0,2794608.0,4148280.0,43906.0,866.0,18697.0
7213329.0,204962.0,2813305.0,4170887.0,40625.0,951.0,27383.0
7253954.0,205913.0,2840688.0,4185423.0,45706.0,874.0,19962.0
7299660.0,206787.0,2860650.0,4209352.0,55152.0,841.0,12719.0
7354812.0,207628.0,2873369.0,4250232.0,48891.0,690.0,23953.0
7403703.0,208318.0,2897322.0,4275544.0,35857.0,378.0,14377.0
7439560.0,208696.0,2911699.0,4296426.0,39699.0,458.0,23443.0
7479259.0,209154.0,2935142.0,4311881.0,45229.0,694.0,17248.0
7524488.0,209848.0,2952390.0,4336066.0,49849.0,912.0,47505.0
7574337.0,210760.0,2999895.0,4337988.0,58663.0,985.0,21357.0
7633000.0,211745.0,3021252.0,4371861.0,56528.0,959.0,17837.0
7689528.0,212704.0,3039089.0,4410453.0,55162.0,648.0,23894.0
7744690.0,213352.0,3062983.0,4440581.0,45972.0,447.0,12094.0
7790662.0,213799.0,3075077.0,4472703.0,42192.0,1501.0,31651.0
7832854.0,215300.0,3106728.0,4482298.0,52270.0,802.0,17865.0
7885124.0,216102.0,3124593.0,4516029.0,59520.0,987.0,31201.0
7944644.0,217089.0,3155794.0,4543434.0,65009.0,847.0,21603.0
8009653.0,217936.0,3177397.0,4584621.0,69145.0,917.0,20142.0
8078798.0,218853.0,3197539.0,4632642.0,56776.0,739.0,23034.0
8135574.0,219592.0,3220573.0,4666439.0,49538.0,452.0,13565.0
8185112.0,220044.0,3234138.0,4700783.0,67943.0,464.0,38465.0
8253055.0,220508.0,3272603.0,4720260.0,62045.0,925.0,22545.0
8315100.0,221433.0,3295148.0,4757097.0,62570.0,1159.0,28206.0
8377670.0,222592.0,3323354.0,4790502.0,76327.0,870.0,29702.0
8453997.0,223462.0,3353056.0,4831615.0,82532.0,956.0,22371.0
8536529.0,224418.0,3375427.0,4892036.0,82899.0,934.0,31229.0
8619428.0,225352.0,3406656.0,4943632.0,62576.0,425.0,16222.0
8682004.0,225777.0,3422878.0,4987730.0,67487.0,509.0,37577.0
8749491.0,226286.0,3460455.0,5016590.0,77743.0,988.0,27211.0
8827234.0,227274.0,3487666.0,4977261.0,78568.0,1032.0,30474.0
8905802.0,228306.0,3518140.0,5110589.0,91258.0,1009.0,36196.0
8997060.0,229315.0,3554336.0,5161921.0,99341.0,1048.0,24116.0
9096401.0,230363.0,3578452.0,5235895.0,89768.0,927.0,34026.0
9186169.0,231290.0,3612478.0,5290288.0,104899.0,486.0,18101.0
9291068.0,231776.0,3630579.0,5345380.0,85748.0,536.0,44402.0
9376816.0,232312.0,3674981.0,5384532.0,127346.0,1593.0,30149.0
9504162.0,233905.0,3705130.0,5444867.0,103771.0,1150.0,38397.0
9607933.0,235055.0,3743527.0,5508204.0,129202.0,1162.0,38224.0
9737135.0,236217.0,3781751.0,5590658.0,128033.0,1257.0,29040.0
9865168.0,237474.0,3810791.0,5686780.0,127629.0,1102.0,40674.0
9992797.0,238576.0,3851465.0,5741355.0,115102.0,560.0,30026.0
10107899.0,239136.0,3881491.0,5817312.0,86811.0,776.0,47354.0
10194710.0,239912.0,3928845.0,5942984.0,145059.0,1461.0,33028.0
10339769.0,241373.0,3961873.0,6054094.0,146365.0,1490.0,35302.0
10486134.0,242863.0,3997175.0,6161711.0,164375.0,1367.0,54081.0
10650509.0,244230.0,4051256.0,6266139.0,180163.0,1200.0,43890.0
10830672.0,245430.0,4095146.0,6397857.0,167517.0,1346.0,53298.0
10998189.0,246776.0,4148444.0,6509848.0,136129.0,774.0,26440.0
11134318.0,247550.0,4174884.0,6618358.0,162500.0,829.0,69927.0
11296818.0,248379.0,4244811.0,6703612.0,163424.0,1719.0,48829.0
11460242.0,250098.0,4293640.0,6815010.0,172846.0,1936.0,57149.0
11633088.0,252034.0,4350789.0,6926174.0,191140.0,2039.0,59920.0
11824228.0,254073.0,4410709.0,7052072.0,197930.0,1948.0,47221.0
12022158.0,256021.0,4457930.0,7198515.0,179108.0,1615.0,71770.0
12201266.0,257636.0,4529700.0,7302849.0,146639.0,1032.0,-3187.0
12347905.0,258668.0,4526513.0,7463554.0,173993.0,1096.0,107087.0
12521898.0,259764.0,4633600.0,7524768.0,175103.0,2129.0,63064.0
12697001.0,261893.0,4696664.0,7634559.0,182676.0,2259.0,139292.0
12879677.0,264152.0,4835956.0,7674475.0,112141.0,1386.0,35247.0
12991818.0,265538.0,4871203.0,7748607.0,207934.0,1549.0,76243.0
13199752.0,267087.0,4947446.0,7876517.0,155266.0,1358.0,75617.0
13355018.0,268445.0,5023063.0,7955307.0,140086.0,1036.0,41967.0
13495104.0,269481.0,5065030.0,8051417.0,160116.0,1346.0,81289.0
13655220.0,270827.0,5146319.0,8126857.0,187432.0,2545.0,80262.0
13842652.0,273372.0,5226581.0,8223305.0,201973.0,2818.0,95547.0
14044625.0,276190.0,5322128.0,8325800.0,222796.0,2950.0,81890.0
14267421.0,279140.0,5404018.0,8458985.0,232216.0,2678.0,66371.0
14499637.0,281818.0,5470389.0,8618141.0,215216.0,2345.0,105637.0
14714853.0,284163.0,5576026.0,8724125.0,180838.0,1349.0,48418.0
14895691.0,285512.0,5624444.0,8850257.0,194261.0,1612.0,90113.0
15089952.0,287124.0,5714557.0,8951039.0,223867.0,2627.0,72358.0
15313819.0,289751.0,5786915.0,9091997.0,221644.0,3177.0,102981.0
15535463.0,292928.0,5889896.0,9207268.0,230667.0,2991.0,95151.0
15766130.0,295919.0,5985047.0,9333736.0,238529.0,3415.0,150267.0
16004659.0,299334.0,6135314.0,9411281.0,216466.0,2457.0,111291.0
16221125.0,301791.0,6246605.0,9517851.0,187303.0,1626.0,51477.0
16408428.0,303417.0,6298082.0,9655969.0,193071.0,1655.0,101449.0
16601499.0,305072.0,6399531.0,16218897.0,209293.0,3100.0,-6399531.0
16810792.0,308172.0,0.0,16411881.0,245648.0,3718.0,0.0
17056440.0,311890.0,0.0,16656785.0,239020.0,3463.0,0.0
17295460.0,315353.0,0.0,16895357.0,251161.0,2939.0,0.0
17546621.0,318292.0,0.0,17143969.0,191616.0,2651.0,0.0
17738237.0,320943.0,0.0,17338586.0,187350.0,1709.0,0.0
17925587.0,322652.0,0.0,17526028.0,198381.0,1937.0,0.0
18123968.0,324589.0,0.0,17715415.0,197189.0,3392.0,0.0
18321157.0,327981.0,0.0,17907477.0,228845.0,3418.0,0.0
18550002.0,331399.0,0.0,18132239.0,193914.0,2909.0,0.0
18743916.0,334308.0,0.0,18321300.0,97498.0,1399.0,0.0
18841414.0,335707.0,0.0,18426114.0,226160.0,1878.0,0.0
19067574.0,337585.0,0.0,18650725.0,155317.0,1429.0,0.0
19222891.0,339014.0,0.0,18799608.0,173896.0,2001.0,0.0
19396787.0,341015.0,0.0,18966707.0,198567.0,3628.0,0.0
19595354.0,344643.0,0.0,19218366.0,232416.0,3729.0,0.0
19827770.0,348372.0,0.0,19398086.0,234133.0,3445.0,0.0
20061903.0,351817.0,0.0,19622350.0,153394.0,2148.0,0.0
20215297.0,353965.0,0.0,19780905.0,299786.0,2498.0,0.0
20515083.0,356463.0,0.0,20075998.0,208074.0,1437.0,0.0
20723157.0,357900.0,0.0,20285083.0,183406.0,2093.0,0.0
20906563.0,359993.0,0.0,20463657.0,233654.0,3688.0,0.0
21140217.0,363681.0,0.0,20688937.0,253993.0,3919.0,0.0
21394210.0,367600.0,0.0,20938072.0,277068.0,3958.0,0.0
21671278.0,371558.0,0.0,21214252.0,292105.0,4083.0,0.0
21963383.0,375641.0,0.0,21492370.0,262337.0,3322.0,0.0
22225720.0,378963.0,0.0,21764119.0,213161.0,1986.0,0.0
22438881.0,380949.0,0.0,22034803.0,214189.0,2088.0,0.0
22653070.0,383037.0,0.0,22241786.0,225999.0,4465.0,0.0
22879069.0,387502.0,0.0,22466832.0,229757.0,4018.0,0.0
23108826.0,391520.0,0.0,22692483.0,234901.0,3963.0,0.0
23343727.0,395483.0,0.0,22924409.0,240944.0,3882.0,0.0
23584671.0,399365.0,0.0,23163598.0,201008.0,3419.0,0.0
23785679.0,402784.0,0.0,23363004.0,177109.0,1859.0,0.0
23962788.0,404643.0,0.0,23539173.0,143085.0,1501.0,0.0
24105873.0,406144.0,0.0,23679769.0,175658.0,2720.0,0.0
24281531.0,408864.0,0.0,23849692.0,182514.0,4393.0,0.0
24464045.0,413257.0,0.0,24032576.0,192895.0,4171.0,0.0
24656940.0,417428.0,0.0,24217573.0,189993.0,3815.0,0.0
24846933.0,421243.0,0.0,24407706.0,170302.0,3324.0,0.0
25017235.0,424567.0,0.0,24577080.0,130811.0,1883.0,0.0
25148046.0,426450.0,0.0,24707842.0,151062.0,1960.0,0.0
25299108.0,428410.0,0.0,24875930.0,146670.0,4020.0,0.0
25445778.0,432430.0,0.0,25018483.0,152606.0,3936.0,0.0
25598384.0,436366.0,0.0,25168866.0,168630.0,4010.0,0.0
25767014.0,440376.0,0.0,25333486.0,166076.0,3601.0,0.0
25933090.0,443977.0,0.0,25495995.0,142088.0,2758.0,0.0
26075178.0,446735.0,0.0,25635355.0,111857.0,1828.0,0.0
26187035.0,448563.0,0.0,25745457.0,134316.0,2035.0,0.0
26321351.0,450598.0,0.0,25877765.0,114804.0,3456.0,0.0
26436155.0,454054.0,0.0,25988672.0,121191.0,3868.0,0.0
26557346.0,457922.0,0.0,26101237.0,123243.0,3728.0,0.0
26680589.0,461650.0,0.0,26224255.0,133507.0,3610.0,0.0
26814096.0,465260.0,0.0,26354025.0,103890.0,2588.0,0.0
26917986.0,467848.0,0.0,26455618.0,89600.0,1357.0,0.0
27007586.0,469205.0,0.0,26543889.0,89907.0,1594.0,0.0
27097493.0,470799.0,0.0,26632023.0,95170.0,3063.0,0.0
27192663.0,473862.0,0.0,26724252.0,94768.0,3312.0,0.0
27287431.0,477174.0,0.0,26815592.0,105398.0,3172.0,0.0
27392829.0,480346.0,0.0,26917001.0,99444.0,2904.0,0.0
27492273.0,483250.0,0.0,27011136.0,86984.0,2176.0,0.0
27579257.0,485426.0,0.0,27091096.0,64956.0,1116.0,0.0
27644213.0,486542.0,0.0,27154946.0,53977.0,934.0,0.0
27698190.0,487476.0,0.0,27207840.0,62470.0,1719.0,0.0
27760660.0,489195.0,0.0,27268543.0,69829.0,2387.0,0.0
27830489.0,491582.0,0.0,27336272.0,69267.0,2459.0,0.0
27899756.0,494041.0,0.0,27402828.0,79295.0,2627.0,0.0
27979051.0,496668.0,0.0,27510306.0,71407.0,1785.0,0.0
28050458.0,498453.0,0.0,27579884.0,56892.0,1200.0,0.0
28107350.0,499653.0,0.0,27635218.0,55696.0,1277.0,0.0
28163046.0,500930.0,0.0,29877557.0,71610.0,2254.0,0.0
28234656.0,503184.0,0.0,27758935.0,74429.0,3151.0,0.0
28309085.0,506335.0,0.0,27824637.0,77249.0,2338.0,0.0
28386334.0,508673.0,0.0,27905081.0,76749.0,2091.0,0.0
28463083.0,510764.0,0.0,27979721.0,64232.0,1488.0,0.0
28527315.0,512252.0,0.0,28042471.0,51185.0,1039.0,0.0
28578500.0,513291.0,0.0,28092578.0,58735.0,1519.0,0.0
28637235.0,514810.0,0.0,28149824.0,56764.0,1927.0,0.0
28693999.0,516737.0,0.0,28202971.0,66981.0,2468.0,0.0
28760980.0,519205.0,0.0,28242499.0,67763.0,1914.0,0.0
28828743.0,521119.0,0.0,28306788.0,66165.0,1758.0,0.0
28894908.0,522877.0,0.0,28368752.0,58062.0,1485.0,0.0
28952970.0,524362.0,0.0,28429067.0,40903.0,671.0,0.0
28993873.0,525033.0,0.0,0.0,44758.0,719.0,0.0
29038631.0,525752.0,0.0,0.0,57417.0,1947.0,0.0
29096048.0,527699.0,0.0,0.0,57667.0,1494.0,0.0
29153715.0,529193.0,0.0,0.0,,,
